frame_number,total_vehicles,unique_vehicles,count_car,count_motorcycle,count_bus,count_truck,avg_speed_px
770,6,32,6,0,0,0,0.1
771,6,32,6,0,0,0,0.1
772,6,32,6,0,0,0,0.62
773,6,32,6,0,0,0,0.62
774,6,32,6,0,0,0,0.62
775,6,32,6,0,0,0,0.59
776,6,32,6,0,0,0,0.59
777,6,32,6,0,0,0,0.59
778,6,32,6,0,0,0,0.84
779,6,32,6,0,0,0,0.84
780,6,32,6,0,0,0,0.84
781,6,32,6,0,0,0,1.19
782,6,32,6,0,0,0,1.19
783,6,32,6,0,0,0,1.19
784,6,32,6,0,0,0,1.01
785,6,32,6,0,0,0,1.01
786,6,32,6,0,0,0,1.01
787,6,32,6,0,0,0,1.78
788,6,32,6,0,0,0,1.78
789,6,32,6,0,0,0,1.78
790,6,32,6,0,0,0,1.73
791,6,32,6,0,0,0,1.73
792,6,32,6,0,0,0,1.73
793,6,32,6,0,0,0,2.87
794,6,32,6,0,0,0,2.87
795,6,32,6,0,0,0,2.87
796,6,32,6,0,0,0,2.38
797,6,32,6,0,0,0,2.38
798,6,32,6,0,0,0,2.38
799,5,32,5,0,0,0,4.39
800,5,32,5,0,0,0,4.39
801,5,32,5,0,0,0,4.39
802,6,32,6,0,0,0,4.45
803,6,32,6,0,0,0,4.45
804,6,32,6,0,0,0,4.45
805,6,32,6,0,0,0,4.05
806,6,32,6,0,0,0,4.05
807,6,32,6,0,0,0,4.05
808,7,32,7,0,0,0,5.77
809,7,32,7,0,0,0,5.77
810,7,32,7,0,0,0,5.77
811,7,32,7,0,0,0,6.81
812,7,32,7,0,0,0,6.81
813,7,32,7,0,0,0,6.81
814,7,32,7,0,0,0,8.87
815,7,32,7,0,0,0,8.87
816,7,32,7,0,0,0,8.87
817,7,32,7,0,0,0,9.89
818,7,32,7,0,0,0,9.89
819,7,32,7,0,0,0,9.89
820,7,32,7,0,0,0,11.57
821,7,32,7,0,0,0,11.57
822,7,32,7,0,0,0,11.57
823,7,32,7,0,0,0,14.55
824,7,32,7,0,0,0,14.55
825,7,32,7,0,0,0,14.55
826,5,32,5,0,0,0,9.05
827,5,32,5,0,0,0,9.05
828,5,32,5,0,0,0,9.05
829,3,32,3,0,0,0,6.15
830,3,32,3,0,0,0,6.15
831,3,32,3,0,0,0,6.15
832,3,32,3,0,0,0,8.32
833,3,32,3,0,0,0,8.32
834,3,32,3,0,0,0,8.32
835,3,32,3,0,0,0,9.13
836,3,32,3,0,0,0,9.13
837,3,32,3,0,0,0,9.13
838,4,33,4,0,0,0,11.26
839,4,33,4,0,0,0,11.26
840,4,33,4,0,0,0,11.26
841,4,33,4,0,0,0,10.78
842,4,33,4,0,0,0,10.78
843,4,33,4,0,0,0,10.78
844,2,33,2,0,0,0,4.12
845,2,33,2,0,0,0,4.12
846,2,33,2,0,0,0,4.12
847,4,33,4,0,0,0,5.89
848,4,33,4,0,0,0,5.89
849,4,33,4,0,0,0,5.89
850,3,33,3,0,0,0,12.76
851,3,33,3,0,0,0,12.76
852,3,33,3,0,0,0,12.76
853,4,33,4,0,0,0,10.53
854,4,33,4,0,0,0,10.53
855,4,33,4,0,0,0,10.53
856,3,33,3,0,0,0,6.37
857,3,33,3,0,0,0,6.37
858,3,33,3,0,0,0,6.37
859,2,33,2,0,0,0,11.26
860,2,33,2,0,0,0,11.26
861,2,33,2,0,0,0,11.26
862,3,33,3,0,0,0,13.5
863,3,33,3,0,0,0,13.5
864,3,33,3,0,0,0,13.5
865,3,33,3,0,0,0,11.33
866,3,33,3,0,0,0,11.33
867,3,33,3,0,0,0,11.33
868,2,34,2,0,0,0,0.5
869,2,34,2,0,0,0,0.5
870,2,34,2,0,0,0,0.5
871,2,34,2,0,0,0,1.15
872,2,34,2,0,0,0,1.15
873,2,34,2,0,0,0,1.15
874,1,34,1,0,0,0,0.5
875,1,34,1,0,0,0,0.5
876,1,34,1,0,0,0,0.5
877,1,34,1,0,0,0,0.5
878,1,34,1,0,0,0,0.5
879,1,34,1,0,0,0,0.5
880,1,34,1,0,0,0,0.5
881,1,34,1,0,0,0,0.5
882,1,34,1,0,0,0,0.5
883,1,34,1,0,0,0,0.5
884,1,34,1,0,0,0,0.5
885,1,34,1,0,0,0,0.5
886,1,34,1,0,0,0,0.5
887,1,34,1,0,0,0,0.5
888,1,34,1,0,0,0,0.5
889,2,34,2,0,0,0,0.5
890,2,34,2,0,0,0,0.5
891,2,34,2,0,0,0,0.5
892,1,34,1,0,0,0,0.5
893,1,34,1,0,0,0,0.5
894,1,34,1,0,0,0,0.5
895,1,34,1,0,0,0,0.5
896,1,34,1,0,0,0,0.5
897,1,34,1,0,0,0,0.5
898,1,34,1,0,0,0,0.5
899,1,34,1,0,0,0,0.5
900,1,34,1,0,0,0,0.5
901,1,34,1,0,0,0,0.5
902,1,34,1,0,0,0,0.5
903,1,34,1,0,0,0,0.5
904,1,34,1,0,0,0,0.5
905,1,34,1,0,0,0,0.5
906,1,34,1,0,0,0,0.5
907,0,34,0,0,0,0,0.0
908,0,34,0,0,0,0,0.0
909,0,34,0,0,0,0,0.0
910,0,34,0,0,0,0,0.0
911,0,34,0,0,0,0,0.0
912,0,34,0,0,0,0,0.0
913,1,34,1,0,0,0,0.0
914,1,34,1,0,0,0,0.5
915,1,34,1,0,0,0,0.5
916,1,34,1,0,0,0,0.5
917,1,34,1,0,0,0,0.5
918,1,34,1,0,0,0,0.5
919,1,34,1,0,0,0,0.5
920,1,34,1,0,0,0,0.5
921,1,34,1,0,0,0,0.5
922,1,34,1,0,0,0,0.5
923,1,34,1,0,0,0,0.5
924,1,34,1,0,0,0,0.5
925,1,34,1,0,0,0,0.5
926,1,34,1,0,0,0,0.5
927,1,34,1,0,0,0,0.5
928,1,34,1,0,0,0,1.0
929,1,34,1,0,0,0,1.0
930,1,34,1,0,0,0,1.0
931,1,34,1,0,0,0,1.0
932,1,34,1,0,0,0,1.0
933,1,34,1,0,0,0,1.0
934,1,34,1,0,0,0,1.0
935,1,34,1,0,0,0,1.0
936,1,34,1,0,0,0,1.0
937,1,34,1,0,0,0,0.5
938,1,34,1,0,0,0,0.5
939,1,34,1,0,0,0,0.5
940,1,34,1,0,0,0,0.5
941,1,34,1,0,0,0,0.5
942,1,34,1,0,0,0,0.5
943,1,34,1,0,0,0,0.5
944,1,34,1,0,0,0,0.5
945,1,34,1,0,0,0,0.5
946,1,34,1,0,0,0,0.5
947,1,34,1,0,0,0,0.5
948,1,34,1,0,0,0,0.5
949,1,34,1,0,0,0,0.5
950,1,34,1,0,0,0,0.5
951,1,34,1,0,0,0,0.5
952,1,34,1,0,0,0,0.5
953,1,34,1,0,0,0,0.5
954,1,34,1,0,0,0,0.5
955,2,34,2,0,0,0,0.5
956,2,34,2,0,0,0,0.5
957,2,34,2,0,0,0,0.5
958,2,34,2,0,0,0,1.12
959,2,34,2,0,0,0,1.12
960,2,34,2,0,0,0,1.12
961,0,34,0,0,0,0,0.0
962,0,34,0,0,0,0,0.0
963,0,34,0,0,0,0,0.0
964,1,34,1,0,0,0,0.0
965,1,34,1,0,0,0,1.12
966,1,34,1,0,0,0,1.12
967,1,34,1,0,0,0,1.12
968,1,34,1,0,0,0,1.12
969,1,34,1,0,0,0,1.12
970,1,34,1,0,0,0,1.12
971,1,34,1,0,0,0,1.12
972,1,34,1,0,0,0,1.12
973,1,34,1,0,0,0,1.12
974,1,34,1,0,0,0,1.12
975,1,34,1,0,0,0,1.12
976,2,35,2,0,0,0,0.5
977,2,35,2,0,0,0,0.5
978,2,35,2,0,0,0,0.5
979,1,35,1,0,0,0,37.2
980,1,35,1,0,0,0,37.2
981,1,35,1,0,0,0,37.2
982,2,35,2,0,0,0,48.3
983,2,35,2,0,0,0,48.3
984,2,35,2,0,0,0,48.3
985,2,35,2,0,0,0,28.51
986,2,35,2,0,0,0,28.51
987,2,35,2,0,0,0,28.51
988,3,35,3,0,0,0,28.47
989,3,35,3,0,0,0,28.47
990,3,35,3,0,0,0,28.47
991,2,35,2,0,0,0,28.44
992,2,35,2,0,0,0,28.44
993,2,35,2,0,0,0,28.44
994,2,35,2,0,0,0,29.24
995,2,35,2,0,0,0,29.24
996,2,35,2,0,0,0,29.24
997,2,35,2,0,0,0,27.2
998,2,35,2,0,0,0,27.2
999,2,35,2,0,0,0,27.2
1000,1,35,1,0,0,0,50.31
